,time_stamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
485,"Tue, 06 Jul 2021 15:52:46.55574",4343.04985,11583.1162,6556.174571,9442.766173,773.1041327,807.6855824,844.3612971,839.4242074,840.8358936,819.295429,822.023114,785.1382044,794.1945605,801.0574262,810.9728725,846.4307414,802.9476944,806.2908904,846.890784,847.2543892,834.6406412,801.1672734,775.7022625,775.7435143,801.2752336,757.1327493,779.7647081,757.8073634,692.0354037,670.9463466,576.7642499,353.3907186,1225.489698,329.4798932,554.054149,615.0203249,618.5014147,660.0825706,668.1915893,595.4846765,645.8854388,571.3580314,544.4134458,503.8462067,550.5724294,515.2281048,459.6281105,356.3846237,315.55982,345.5676489,236.0720229,201.2063617,169.3074127,199.2636445,183.109257,170.425937,137.7860661,58.6003413,66.12866247,94.3027041,126.6688596,0,2146.567725,4778.184592
486,"Tue, 06 Jul 2021 15:52:46.79656",4343.04985,11583.1162,6556.174571,9442.766173,844.3914969,845.6914331,850.1605731,856.3930173,854.9274823,830.5203188,820.2548384,827.7801641,806.7818788,812.409995,824.0054611,845.7452335,789.7341325,822.856002,843.1114992,834.0167864,854.8947304,792.9697346,780.6747082,778.2081984,808.6556746,765.704904,783.5202614,760.7364853,693.4010384,681.5350321,582.4165176,348.3819743,1225.489698,327.7270206,545.5052704,614.0553721,611.3198835,663.7183137,662.0460709,605.4428132,643.1236273,565.3901308,525.3360829,499.4597081,533.37604,498.5308416,458.2455674,340.147027,315.0634857,346.3018914,235.6374334,207.7113382,170.9064071,191.5097909,187.2431574,163.8352831,129.7574661,52.92447449,63.78087488,142.126704,227.2641635,0,2146.567725,4778.184592
487,"Tue, 06 Jul 2021 15:52:46.139887",4343.04985,11583.1162,6556.174571,9442.766173,836.7377128,842.7200009,851.3970871,852.5373892,840.8483811,824.3015225,812.0153939,820.0792645,822.9167637,836.053228,833.1632493,832.0024038,879.015927,861.7058663,799.0675816,797.5725672,814.8251346,835.2801925,838.1431859,819.7664301,778.2011308,783.6178916,733.7097519,723.2869417,725.8443359,637.2385738,551.9030712,379.4153397,1225.489698,365.6036105,501.5436172,585.4271944,664.6036413,619.4973769,607.2240114,652.518199,587.3814774,631.5963901,609.5317875,575.2434267,473.8691803,428.3293126,398.3628999,433.1397003,391.6184367,272.3765776,316.0569569,279.7320146,237.5415753,177.7245059,127.9062156,99.72963451,87.46427842,100.895986,72.56721023,71.51223672,117.034183,0,2146.567725,4778.184592
488,"Tue, 06 Jul 2021 15:52:46.157580",4343.04985,11583.1162,6556.174571,9442.766173,784.1760007,810.2987104,850.9242034,828.1575937,839.7886639,807.4682656,808.1249903,804.897509,798.4967126,814.8159301,833.3834652,831.3759679,852.2000939,839.1543362,794.1038975,802.3091673,788.3431994,832.9909963,820.4779095,818.137519,748.5519354,775.403121,730.3622389,711.1237586,745.7291734,631.7230406,546.9698346,374.0655023,1225.489698,355.2590604,505.7153349,563.8483839,670.751817,600.4040306,600.1808061,638.2632686,580.5247626,632.9612942,603.0132669,568.3352884,473.8459665,426.1689806,393.7067437,419.7534991,374.9906666,284.8227519,301.2407675,260.7316628,237.4278838,184.2281195,130.9236419,114.0175425,100.124922,92.65527508,62.39390996,95.52486587,138.6001443,0,2146.567725,4778.184592
489,"Tue, 06 Jul 2021 15:52:50.409283",4343.04985,11583.1162,6556.174571,9442.766173,734.4310723,758.5380676,787.426822,781.3993857,772.6991653,752.9575021,746.0241283,748.0427795,763.4094576,763.4821543,786.8347984,775.6087931,794.8893005,809.6943868,780.3242916,781.3961863,785.7588689,828.6977736,832.4722218,819.6541954,764.5142249,801.4518077,745.2422425,728.0968342,746.2392378,636.4730945,545.2504012,368.9173349,1225.489698,351.2506228,490.1683384,550.9128788,629.5371315,583.3009515,579.6619705,620.3901998,556.4287915,604.1961602,582.6843056,563.4341133,461.5322307,421.6123812,383.2557893,421.5613834,389.1657744,292.5645228,317.5295262,271.6615541,254.3265617,180.8535319,137.2333779,121.6552506,116.691902,130.2305648,121.3424905,81.88406438,51.31276644,0,2146.567725,4778.184592
490,"Tue, 06 Jul 2021 15:52:50.630913",4343.04985,11583.1162,6556.174571,9442.766173,778.2814401,809.5455515,846.6227023,850.4128409,851.523928,819.1764157,806.0186102,809.1384307,783.8379935,793.2269537,797.8997431,830.1668507,780.8674663,820.0109755,845.683747,848.9905771,854.5320357,807.0154893,796.7414888,781.2867591,819.4125945,764.7123642,783.403472,767.3493337,700.4662733,686.8631596,586.2371534,354.1200361,1225.489698,334.6550463,553.7237578,622.203343,631.4214124,668.9603875,667.026986,616.9359772,653.4906273,578.070065,553.3208834,518.3531615,551.0943658,507.0266265,469.2003836,363.6756797,332.5327052,356.6188441,241.8532613,214.2941903,178.392825,194.2395428,184.0434731,160.6393476,131.7118066,35.73513677,31.95309062,81.83520025,138.6001443,0,2146.567725,4778.184592
491,"Tue, 06 Jul 2021 15:52:50.634568",4343.04985,11583.1162,6556.174571,9442.766173,744.7764765,767.0417199,793.2269537,794.7861348,804.3363724,772.4376998,766.3328259,769.7194294,749.6519192,756.9372497,781.2867591,780.8693873,769.5225793,784.0369889,782.3681998,796.5657537,800.7109341,782.9086792,779.8217745,775.7351352,747.8836808,725.6342054,719.8444276,703.3135858,699.6177528,618.0113268,544.6145426,355.7358571,1225.489698,340.9296115,500.7843847,556.3425204,613.8607334,599.082632,592.4027346,576.5899756,573.6139817,564.4856065,537.490465,507.1370623,472.0857973,452.049776,408.3540131,368.4358832,332.525187,303.6379423,303.6379423,225.5770378,194.6406946,194.4865034,161.136588,141.0319113,130.9236419,55.1724569,29.61418579,33.61547263,96.04686356,0,2146.567725,4778.184592
492,"Tue, 06 Jul 2021 15:52:50.735981",4343.04985,11583.1162,6556.174571,9442.766173,591.6324873,598.8029726,607.6257072,597.6520727,550.0709045,530.9321991,535.2774981,569.5261188,605.990924,636.254666,650.5259411,613.2087736,705.9185505,675.709997,628.0796128,654.7992059,666.8388111,700.4470001,715.1894854,722.8346976,649.7753458,700.8716002,629.9841268,623.1733306,668.9469336,564.6892951,496.3637779,347.2549496,1225.489698,347.5471191,503.6606,591.1657974,698.4454166,700.2313903,692.5330317,755.449535,712.235916,766.2277729,774.4856358,748.016711,696.4976669,667.8001198,656.5074257,681.3934253,647.0007728,566.762737,596.405902,556.0143883,518.6636675,461.1854291,405.5613394,376.5660633,373.0013405,396.8400181,380.1473399,378.0290994,380.7886553,0,2146.567725,4778.184592
493,"Tue, 06 Jul 2021 15:52:50.744262",4343.04985,11583.1162,6556.174571,9442.766173,735.8328615,762.6401511,799.2196194,792.3566116,781.1715561,769.1930837,760.3814832,743.1964747,758.7601729,761.8405345,769.1716323,790.9285682,772.2447798,796.6335418,801.139813,796.6090635,796.6090635,784.489643,767.005867,750.6084199,770.0292202,740.8272403,733.5754903,715.9699714,659.7605626,644.7030324,547.4614142,333.9461034,1225.489698,318.7506863,518.7754813,588.4301148,594.2558372,618.604882,627.1475106,608.8021025,595.5048279,548.292805,529.6678204,494.1437038,497.6394277,456.4296222,405.5835302,374.9946666,336.5248876,297.0690156,283.4025406,246.2945391,200.631503,151.211772,126.1150269,100.6876358,79.12016178,135.3255334,119.6202324,106.117859,82.73451517,0,2146.567725,4778.184592
494,"Tue, 06 Jul 2021 15:52:50.759836",4343.04985,11583.1162,6556.174571,9442.766173,764.1282615,788.7743657,818.9291789,807.2521291,800.5854108,781.1849973,770.1616713,763.3013822,768.2603725,775.427624,811.3211448,793.5943548,826.9038638,813.5465568,803.2857524,806.3429791,814.6655756,796.8996173,803.507934,774.7438286,774.308724,766.5748496,730.2670744,725.6342054,680.6173668,637.1946327,550.328084,346.746305,1225.489698,326.3770825,510.8160138,583.462938,605.3304882,601.9983389,600.3748829,620.1048298,584.6605853,568.7046685,543.0377519,508.8467353,479.2504564,448.2164656,404.8160076,388.8573003,350.2013706,288.6832174,289.9137803,247.5176761,224.1294269,147.5025424,103.2375901,87.20665112,71.06335202,124.8519123,116.691902,149.2548157,187.5233319,0,2146.567725,4778.184592
