,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,1625554197.223728,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,857.1697614825199,879.1114832602291,902.2333401066489,901.0715842817373,894.0005592839414,870.7244110509364,863.1459899692519,870.2534113693551,873.9107505918439,879.2110099401622,886.2014443680398,869.3405546734836,922.1062845464182,901.3378944657769,842.567504714014,840.3100618224204,831.172665575571,866.0819822626493,857.4951894908799,848.8132892456385,783.53366232728,806.4862057096823,744.5891484570535,733.0661634532042,762.4650811676559,647.7237065292577,562.3041881401916,386.38969965567145,1225.4896980391145,371.7270504012319,519.7624457384354,594.9798315909541,693.2084823485644,635.4163989070474,641.8488918740921,668.754813066792,620.762434430435,671.339705365324,654.5632131429325,624.3748873873773,531.2927629847785,490.3152047407871,460.6918709940517,500.0359987040933,466.31856064282925,370.32418230517976,384.94804844290354,348.3633160939883,332.4048736104812,264.0549185302179,207.63429389192913,189.73665961010275,169.66437457521835,196.3797341886377,165.89454481688057,145.91093173576817,150.65191668213185,0.0,2146.5677254631405,4778.1845924995405
11,1625554197.224423,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,831.1774780394377,857.3179106959099,894.6245022354351,892.4897758518022,905.6467302430899,890.9955106508675,878.947666246404,878.9567679926016,848.0801848881979,859.5958352621307,863.672391593016,895.1659064106497,895.7371266169556,849.1177774608185,884.0384607017954,887.6378766141066,881.3563411016,822.6062241437272,809.6548647417615,795.2389577982206,828.3217973710459,785.4781982970628,795.2421015011718,790.6971607385473,715.9958100436063,696.7266321879766,598.0175582706581,355.4405716853381,1225.4896980391145,348.0057470789814,558.6161472782541,642.8063471995279,641.7491721848966,687.2153956366228,689.7318319463008,635.314095546447,685.7667241854186,614.2125039430572,583.2272284453119,561.3287806624563,599.0926472591698,566.3585436805911,520.0471132503285,420.23326855450176,391.4945721207383,417.20258867845007,311.46428366668306,281.62386262531095,240.4703723954367,269.89812893015767,264.8244701684495,246.20316813558676,227.7740108089595,116.2497311824849,94.89467845985885,30.0,34.66987164671943,0.0,2146.5677254631405,4778.1845924995405
12,1625554197.22478,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,857.3033302163243,878.7138328261368,905.4904748256604,911.5799471247708,901.1692404870464,884.3172507646789,865.0387274567538,857.5779847920537,878.6011609370887,895.6232466835595,901.1287366408864,885.1717347498168,904.5313703791594,893.1142144205297,865.6488895620441,851.9366173607049,846.2133300769966,865.0826550104908,857.776777489342,841.4564754044026,799.5254842717648,812.8253194875268,773.7086014773262,754.9364211640607,743.7687812754714,655.5982001195549,570.087712549569,380.4326484412188,1225.4896980391145,368.8604072003391,536.1212549414545,615.262545585216,670.7682163012795,649.1971965435464,656.9330255056447,701.0028530612411,635.6618597965431,662.1933252457321,651.1597346273801,615.1828996322963,542.7089459369544,503.9533708588524,474.75151395229904,483.8233148578105,466.1523356157298,360.45526768241297,392.1887300777522,353.5533905932738,314.14805426741066,233.5658365429328,192.62658175859323,164.83931569865243,148.4082207965583,199.13814300630605,182.4636950190366,233.63432966925043,293.51831288694746,0.0,2146.5677254631405,4778.1845924995405
13,1625554197.225155,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,816.8482111139132,853.4453702493206,894.7519209255714,887.2395392451804,883.7024386070234,859.5463919998734,861.0836196328438,849.3721210400068,858.8765918337745,864.9329453778483,864.250542377614,865.515453357131,900.7469122900172,862.7444581102797,860.5562154792678,854.2628401142122,845.4211968007427,821.854610013231,811.0394565001138,808.4812923005702,817.0611972184213,798.3608206819771,788.8143000732175,767.6835285454547,723.3097538399437,678.9410872822472,585.0888821367229,363.45563690772497,1225.4896980391145,339.50699550966544,549.0428034315722,631.4697142381415,643.8027648278625,665.5463920719577,673.5465833927153,665.0007518792742,658.4929764241984,620.7253821135398,609.5088186400587,573.4457254178463,567.0564345812505,531.2720583655798,497.46758688380896,451.4653918076113,423.3414697380827,389.3545941683493,348.427897849756,322.49030993194197,286.4716390849188,228.06358762415363,220.6399782451041,191.049731745428,174.54512310574592,192.4162155328911,166.715326230074,144.83784035948617,100.22474744293447,0.0,2146.5677254631405,4778.1845924995405
14,1625554197.226826,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,768.7502845527929,808.0921977101375,853.3287760294974,839.021453837743,855.3081316110587,824.6029347510231,823.8476800962663,814.6373426255391,818.5065668643105,816.9920440249097,835.0149699256895,826.7587314325746,792.082066455238,824.4204024646649,828.15095242353,814.9705516152102,816.0122548099386,781.6968721953542,776.8461881222048,769.5381731922075,779.1084648494073,764.2512675815461,752.0804478245661,749.7366204207982,688.4664116716225,645.6136615654907,558.1979935470926,340.91787867461574,1225.4896980391145,331.8870289722092,532.18417864495,598.0652138354144,613.4924612413749,639.5975297012958,647.1421791229498,638.2632685655661,618.9830369242763,582.3126308092587,572.0533191932375,542.6232578870905,538.1124417814552,501.8864413390742,470.1021165661776,423.5209557979392,395.102518341759,368.24176840765904,340.37920030460145,303.0659994126692,278.4546641735419,225.44178849538966,215.3903433304288,193.4140636044856,186.21761463406193,196.49173010587495,179.27074496414633,158.05062480104277,111.28791488746656,0.0,2146.5677254631405,4778.1845924995405
15,1625554197.23018,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,827.4841388207994,865.088434785716,904.3815566452027,897.6825719595986,895.3580289470799,869.6321061230433,861.8868835293875,857.5045189385302,869.2761356439046,869.7568625771228,878.0273344264402,869.9839078971519,872.5508581165914,876.0296798625033,867.9429704767474,859.3299715476006,860.811245279707,835.1347196710241,830.1734758470666,818.6482761235133,818.0323954465373,804.3742909864785,784.3022376609671,766.0026109616076,729.4004387166216,683.0849141944213,588.6340119293142,371.7041834577599,1225.4896980391145,353.16285195359944,554.8378141403125,626.0559080465578,654.480710181744,665.940688049619,682.0975003619351,682.5672128076473,660.8918217076075,630.5751343020116,614.5388514976088,586.985519412532,562.7548311654019,531.4706012565512,486.8921851909312,466.1812952060604,432.89721643826726,385.25316351718647,369.3805625638685,335.7930910545957,298.2029510249689,229.01964981197574,210.80085388821365,177.53027910753704,169.00295855398508,195.38935487891862,168.58232410309213,148.22280526288793,99.12618221237011,0.0,2146.5677254631405,4778.1845924995405
16,1625554197.235084,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,806.8339358257064,845.0751445877461,887.7567234327206,901.2136261730623,911.5464881178578,892.5429961632101,868.6172920222116,888.966253577716,865.9243615928588,863.672391593016,855.7674917873429,892.740163765471,901.7405391796467,854.8526188764938,886.680325709328,891.8032294177904,892.3183288490717,817.8630692236935,819.2539288889618,796.4923100695951,848.760272397336,771.2600080387937,813.7530337885077,791.8364730169986,716.0342170594922,690.3079023160607,594.2743474187658,360.99861495579177,1225.4896980391145,348.648820448313,563.0674915141168,654.0856213065687,643.4477445760456,692.7921766301926,696.3978747813637,640.3889443143128,682.8250141873832,609.9393412463243,587.9863944004147,569.1581502535125,602.9610269329188,574.1297762701391,537.9005484287965,431.7371885765691,390.041023483428,418.3897704294406,316.7412192942371,276.68212808202844,250.04999500099976,281.82441342083905,259.8557292037257,254.33245958783948,230.15212360523637,124.88794977899188,103.09219175087898,104.00480758118829,124.32618388738553,0.0,2146.5677254631405,4778.1845924995405
17,1625554197.249219,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,820.5425034695033,817.745681737299,823.7718130647588,835.0293408018666,842.7888228969342,834.2691412248208,821.5412345098692,820.4980194979145,790.8331050227981,797.9379675137661,810.9630077876549,835.6608163603221,830.9326085790592,801.6264716187958,828.6042481184851,824.2845382512037,828.3869868606097,760.0085525834561,755.8895421951544,738.3549282018777,776.0315715227055,726.692507185811,744.8872397886811,724.9393078044534,659.2154427802795,642.2842050058525,550.0518157410263,340.4115156689033,1225.4896980391145,320.3248351283428,523.3593411796526,594.226387835478,587.9124084419379,638.0971712834966,642.6274192718515,591.7981074657133,629.3011997446056,562.0889609305631,538.4161958931028,515.8914614528912,565.5899574780302,519.6017705897469,489.1237062339138,385.64361786499205,366.17482163578643,389.2518464952992,287.5430402565849,259.5573154430443,228.47319317591726,257.2353008434107,257.78285435614214,243.90571949013415,225.22211259110415,125.49501982150527,114.33722053644648,140.24621207005913,209.34421415458323,0.0,2146.5677254631405,4778.1845924995405
18,1625554197.249553,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,771.6540675717325,803.2832626166189,842.0789749186237,838.0721925944089,825.722108218013,821.842442320911,805.5265358757587,804.9229776817158,804.7763664521965,808.6365067197993,822.5721852822402,811.647706828523,796.3428909709686,814.3396097452218,815.2373887402368,802.9476944359452,798.655119560377,770.1973773001308,772.6279829258062,751.4818693754361,770.7301732772631,762.6408066711354,740.7901187245953,726.6725534929745,667.3297535701522,636.8586970435435,545.7700981182461,338.0,1225.4896980391145,323.0371495664237,523.1156659860227,587.7252759580789,594.3744610933414,635.9756284638587,631.1806397537871,624.6959260312173,617.3046249624249,581.6227299547362,556.9703762319859,537.8196723809942,526.5757305459491,492.2194632478484,459.36695571187965,423.5209557979392,395.8396139852604,366.8528315278485,338.9985250705377,302.72925197278175,278.01618657912707,219.91134577370036,199.06029237394384,192.77447963877376,165.71059109181888,196.01020381602586,182.4636950190366,185.9247159470736,179.17868176767013,0.0,2146.5677254631405,4778.1845924995405
19,1625554198.260174,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,779.9653838472577,810.610263936992,847.2945178625907,851.4088324653438,859.107094604625,836.9958183885987,822.144756110504,822.4311521337212,801.6239766873244,811.5497520177059,821.9403871327896,833.2328606098058,814.1922377424142,809.0889938690304,831.703072015488,834.5495791143867,823.8428248155105,763.4893581445651,751.5597115332886,735.6745204232643,776.24995974235,737.1092185015732,751.6515149988059,741.547705815344,655.2289676136121,649.0493047527283,563.3702157551462,331.54788492765266,1225.4896980391145,315.40608744918035,535.6762081705701,599.4705997795055,582.3074789147054,645.962847228848,649.465164577747,606.2903594813297,639.5693863843078,557.1588642389171,528.2205978566152,511.2973694436536,559.4649229397675,527.668456514126,482.1711314460873,372.83910739084223,354.00564967243105,387.22086720630125,289.8706608127149,256.6748916431056,233.3109513074772,236.29853998702575,243.67396249907375,222.50393254951697,193.70596273734063,147.82760229402356,135.9779393872403,117.33712115098103,117.33712115098103,0.0,2146.5677254631405,4778.1845924995405
20,1625554198.732374,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,804.4706333981371,842.4310060770556,887.7567234327206,873.3613227067019,884.7078613870231,853.9232986632933,854.0708401532041,852.0211264986333,860.2848365512436,865.2103790408435,881.077181636206,882.9994337484028,910.1087847065317,887.8203647134932,889.361568767169,904.1354986947476,904.7165301905343,877.5448706476495,868.7462230133723,873.375635107827,883.246851112417,861.0551666414876,853.4781778112432,838.098442905128,767.0104301768001,726.1542535852833,623.7707912366529,373.8836717483126,1225.4896980391145,355.2027589982938,579.9862067325395,663.3015905302806,653.0696746902278,694.015849963097,703.9126366247448,675.7403347440494,690.7039886955916,618.4084410808119,595.6676925937817,572.4508712544684,576.3896251668657,542.8609398363452,490.43348172815445,432.0057869982762,397.25684386804465,384.2551235832777,333.1200984630018,290.66303514551004,257.30915257720625,211.00236965494014,194.48650338776724,169.24833824885843,141.4814475470194,149.33519344079613,141.90489773083945,123.76186811776881,81.83520025025906,0.0,2146.5677254631405,4778.1845924995405
21,1625554199.755429,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,756.6273851771425,778.2987858142913,804.0478841462118,807.9962871201823,794.3626375906662,777.0591998039789,767.9192665899196,789.3047573656198,798.3088374808336,801.2895856056036,828.6887232248307,805.9683616619203,846.2369644490839,828.3869868606097,796.6561366110224,792.6424162256269,799.2521504506573,841.0023781179218,835.179621398894,820.8215396783883,777.2830887135008,807.3673265620798,757.8423318870489,730.0424645183319,745.4562361399896,630.1872737528107,546.1135413080324,378.5828839237189,1225.4896980391145,356.808071657579,493.7580379092577,557.2826930741704,649.2149104880448,600.0033333240741,603.1260233151941,650.6896341574837,571.4236606931848,614.8642126518668,599.0033388888579,570.3516459167976,465.691958272848,437.9235093027092,397.88691860879266,421.3039282987995,386.6807468700763,284.60850303530987,310.7362225425288,279.4011453090341,246.17270360460358,180.40509970618902,119.47384651043926,96.25487000666512,93.60021367496978,113.13708498984761,103.32473082471591,132.00378782444085,171.49344010777787,0.0,2146.5677254631405,4778.1845924995405
22,1625554199.755821,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,766.4861381655901,774.8264321769102,794.0661181538978,784.6527894553107,806.8116260937246,785.9039381502042,779.6698019033443,788.4624277668531,772.1619001219887,773.6523767170886,786.9434541312355,815.3146631822588,815.9589450456439,799.6380431170093,826.949212467126,835.0598780925833,839.5862076046748,803.6199350439236,793.7379920351551,783.275175146002,808.0303212132575,787.4071373819264,776.201649057769,760.4505243603952,695.8800183939758,663.6685919945286,576.1267221714334,350.30415355801875,1225.4896980391145,329.98484813700156,531.8966064941569,598.9899832217563,610.5939731114286,632.0387646339424,632.4942687487373,596.239046020973,626.422381464775,562.202810380738,521.6991470186624,504.5909234221321,523.0152961434302,489.4496909795735,453.3398283848442,356.62445233045923,312.1233730434169,330.89273186336385,233.36237914453991,196.38991827484423,169.7056274847714,193.42440383777844,186.59314028120113,169.14490828872147,149.3251485852266,61.773780845922005,55.44366510251645,90.70832376358854,161.9660458244258,0.0,2146.5677254631405,4778.1845924995405
23,1625554200.164568,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,747.2857552502925,785.3005793961953,823.5611695557288,831.9158611301987,824.3348834060099,813.1727983645296,795.3898415242679,810.4443225786704,782.2071336928601,782.7362263240408,798.5142453331688,817.2129465445344,793.3000693306411,797.6966842102329,830.4986453932361,828.1799321403532,823.1318241934277,773.6336342222977,767.1407954215445,747.3539991195605,786.2855715323791,737.2448711249201,751.7266790529653,731.4164340510814,667.3537292920449,641.4000311817891,547.4175737040235,333.42165496560057,1225.4896980391145,312.8993448379207,515.1087263869639,588.430114796991,581.9218160543562,632.7724709561882,627.675871768224,583.6180257668537,630.7408342576213,542.3098745182499,532.202968800438,492.34540720920717,530.449809124294,504.1795315163042,465.7520799738848,372.0336006330611,335.4519339637201,354.67308891428456,255.69122002915938,228.9497761518888,193.12690128513947,222.3083444227859,202.03960007879644,191.5097908724251,165.46298679765212,83.24061508662703,76.15773105863909,43.829214001622255,7.211102550927978,0.0,2146.5677254631405,4778.1845924995405
24,1625554200.16481,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,772.7263422454291,796.3372401187828,824.8793851224553,830.2312930744058,812.0098521569797,803.8519764235205,780.9743913855307,786.2544117523285,794.638282490845,809.5949604586234,815.3882510804285,802.4369134081508,835.2754036843178,822.7326418709787,797.4139452003583,792.7200010091835,807.9418295892348,804.6514773490446,801.7187786250239,785.0044585860643,758.9729902967562,767.4073233948188,725.1158528125005,717.6496359645143,684.7313341742147,628.4114893921021,537.6188240751992,349.77707186149297,1225.4896980391145,336.7625276066207,497.6102892826876,559.2790001421473,604.2160209726319,597.6495628710859,602.3794485206148,602.3794485206148,585.2836918965024,597.4520901294095,571.349280213076,540.1453508084653,492.0619879649311,451.7078701993137,424.062495394252,411.7341375208036,381.1679419888299,307.23606559126483,326.4751139060985,289.3734611190183,256.8131616564852,186.78329689776868,149.4590244849738,118.00423721205946,99.72462083156798,153.39491516996253,136.3084736911099,182.98907071188705,236.8902699563661,0.0,2146.5677254631405,4778.1845924995405
25,1625554201.663349,4343.049850047775,11583.116204199974,6556.174570586113,9442.766173108386,689.3837828089663,680.8773751564961,677.4806270292901,674.2766494548065,627.3452000294575,603.3448433524562,608.276253029822,644.4796350545143,662.3413017470675,691.3125197766926,699.2317212483999,659.0614538872684,710.403406523364,722.0207753243669,673.4166615105391,677.5876327088622,706.7595064801039,727.7485829598021,761.6153884999961,766.0613552451266,690.2289475239357,753.0484712154988,675.5383038732889,659.1706910960165,695.4631550269216,590.8400798862582,516.7068801554707,374.0,1225.4896980391145,374.4889851517665,543.4786104346701,635.0385815050925,727.3960406821033,728.5664005428744,741.3190945874793,814.8331117474302,780.1390901627735,844.8064867175204,840.4933075283824,817.1952031185695,769.0253571892152,727.0247588631353,699.0350491928141,733.7744885181005,705.3828747566813,605.3247062527681,639.3066556825448,598.1989635564408,569.2398440025083,513.26114210994,459.36695571187965,433.7026631230203,418.8138011097533,418.8138011097533,429.3774563248518,447.96986505790767,474.8652440429811,0.0,2146.5677254631405,4778.1845924995405
